Corn,Illinois,1990,"2,4-D",703000
Corn,Illinois,1990,ALACHLOR,6207000
Corn,Illinois,1990,ATRAZINE,9440000
Corn,Illinois,1990,BROMOXYNIL,172000
Corn,Illinois,1990,BUTYLATE,3492000
Corn,Illinois,1990,CYANAZINE,3477000
Corn,Illinois,1990,DICAMBA,848000
Corn,Illinois,1990,EPTC,2834000
Corn,Illinois,1990,METOLACHLOR,7250000
Corn,Illinois,1990,TOTAL,34423000
Corn,Illinois,1991,"2,4-D",338000
Corn,Illinois,1991,ALACHLOR,6979000
Corn,Illinois,1991,ATRAZINE,10615000
Corn,Illinois,1991,BENTAZON,164000
Corn,Illinois,1991,BROMOXYNIL,188000
Corn,Illinois,1991,BUTYLATE,2179000
Corn,Illinois,1991,CYANAZINE,4267000
Corn,Illinois,1991,DICAMBA,796000
Corn,Illinois,1991,EPTC,1690000
Corn,Illinois,1991,METOLACHLOR,7774000
Corn,Illinois,1991,NICOSULFURON,7000
Corn,Illinois,1991,TOTAL,34997000
Corn,Illinois,1991,TRIDIPHANE,131000
Corn,Illinois,1992,"2,4-D",590000
Corn,Illinois,1992,ALACHLOR,7527000
Corn,Illinois,1992,ATRAZINE,11320000
Corn,Illinois,1992,BENTAZON,131000
Corn,Illinois,1992,BROMOXYNIL,175000
Corn,Illinois,1992,BUTYLATE,1956000
Corn,Illinois,1992,CYANAZINE,6417000
Corn,Illinois,1992,DICAMBA,720000
Corn,Illinois,1992,EPTC,887000
Corn,Illinois,1992,GLYPHOSATE,50000
Corn,Illinois,1992,METOLACHLOR,7646000
Corn,Illinois,1992,NICOSULFURON,8000
Corn,Illinois,1992,PENDIMETHALIN,257000
Corn,Illinois,1992,SIMAZINE,252000
Corn,Illinois,1992,TOTAL,38067000
Corn,Illinois,1992,TRIDIPHANE,56000
Corn,Illinois,1993,"2,4-D",673000
Corn,Illinois,1993,ALACHLOR,6119000
Corn,Illinois,1993,ATRAZINE,10118000
Corn,Illinois,1993,BENTAZON,173000
Corn,Illinois,1993,BROMOXYNIL,222000
Corn,Illinois,1993,BUTYLATE,1136000
Corn,Illinois,1993,CYANAZINE,5907000
Corn,Illinois,1993,DICAMBA,796000
Corn,Illinois,1993,EPTC,1497000
Corn,Illinois,1993,GLYPHOSATE,317000
Corn,Illinois,1993,METOLACHLOR,8045000
Corn,Illinois,1993,NICOSULFURON,15000
Corn,Illinois,1993,PARAQUAT,226000
Corn,Illinois,1993,PENDIMETHALIN,205000
Corn,Illinois,1993,SIMAZINE,249000
Corn,Illinois,1993,TOTAL,35754000
Corn,Illinois,1994,"2,4-D",690000
Corn,Illinois,1994,ACETOCHLOR,973000
Corn,Illinois,1994,ALACHLOR,5041000
Corn,Illinois,1994,ATRAZINE,11345000
Corn,Illinois,1994,BENTAZON,238000
Corn,Illinois,1994,BROMOXYNIL,272000
