Corn,Illinois,2000,All GE varieties,17
Corn,Illinois,2001,All GE varieties,16
Corn,Illinois,2002,All GE varieties,22
Corn,Illinois,2003,All GE varieties,28
Corn,Illinois,2004,All GE varieties,33
Corn,Illinois,2005,All GE varieties,36
Corn,Illinois,2006,All GE varieties,55
Corn,Illinois,2007,All GE varieties,74
Corn,Illinois,2008,All GE varieties,80
Corn,Illinois,2009,All GE varieties,84
Corn,Illinois,2010,All GE varieties,82
Corn,Illinois,2011,All GE varieties,86
Corn,Illinois,2012,All GE varieties,85
Corn,Illinois,2013,All GE varieties,89
Corn,Illinois,2014,All GE varieties,91
Corn,Illinois,2015,All GE varieties,93
Corn,Illinois,2016,All GE varieties,93
Corn,Illinois,2017,All GE varieties,92
Corn,Illinois,2018,All GE varieties,95
Corn,Indiana,2000,All GE varieties,11
Corn,Indiana,2001,All GE varieties,12
Corn,Indiana,2002,All GE varieties,13
Corn,Indiana,2003,All GE varieties,16
Corn,Indiana,2004,All GE varieties,21
Corn,Indiana,2005,All GE varieties,26
Corn,Indiana,2006,All GE varieties,40
Corn,Indiana,2007,All GE varieties,59
Corn,Indiana,2008,All GE varieties,78
Corn,Indiana,2009,All GE varieties,79
Corn,Indiana,2010,All GE varieties,83
Corn,Indiana,2011,All GE varieties,85
Corn,Indiana,2012,All GE varieties,84
Corn,Indiana,2013,All GE varieties,85
Corn,Indiana,2014,All GE varieties,88
Corn,Indiana,2015,All GE varieties,88
Corn,Indiana,2016,All GE varieties,86
Corn,Indiana,2017,All GE varieties,87
Corn,Indiana,2018,All GE varieties,86
Corn,Iowa,2000,All GE varieties,30
Corn,Iowa,2001,All GE varieties,32
Corn,Iowa,2002,All GE varieties,41
Corn,Iowa,2003,All GE varieties,45
Corn,Iowa,2004,All GE varieties,54
Corn,Iowa,2005,All GE varieties,60
Corn,Iowa,2006,All GE varieties,64
Corn,Iowa,2007,All GE varieties,78
Corn,Iowa,2008,All GE varieties,84
Corn,Iowa,2009,All GE varieties,86
Corn,Iowa,2010,All GE varieties,90
Corn,Iowa,2011,All GE varieties,90
Corn,Iowa,2012,All GE varieties,91
Corn,Iowa,2013,All GE varieties,91
Corn,Iowa,2014,All GE varieties,95
Corn,Iowa,2015,All GE varieties,93
Corn,Iowa,2016,All GE varieties,92
Corn,Iowa,2017,All GE varieties,93
Corn,Iowa,2018,All GE varieties,93
Corn,Kansas,2000,All GE varieties,33
Corn,Kansas,2001,All GE varieties,38
Corn,Kansas,2002,All GE varieties,43
Corn,Kansas,2003,All GE varieties,47
Corn,Kansas,2004,All GE varieties,54
Corn,Kansas,2005,All GE varieties,63
Corn,Kansas,2006,All GE varieties,68
Corn,Kansas,2007,All GE varieties,82
Corn,Kansas,2008,All GE varieties,90
Corn,Kansas,2009,All GE varieties,91
Corn,Kansas,2010,All GE varieties,90
Corn,Kansas,2011,All GE varieties,92
Corn,Kansas,2012,All GE varieties,90
Corn,Kansas,2013,All GE varieties,91
Corn,Kansas,2014,All GE varieties,95
Corn,Kansas,2015,All GE varieties,95
Corn,Kansas,2016,All GE varieties,95
Corn,Kansas,2017,All GE varieties,95
Corn,Kansas,2018,All GE varieties,96
Corn,Michigan,2000,All GE varieties,12
Corn,Michigan,2001,All GE varieties,17
Corn,Michigan,2002,All GE varieties,22
Corn,Michigan,2003,All GE varieties,35
Corn,Michigan,2004,All GE varieties,33
Corn,Michigan,2005,All GE varieties,40
Corn,Michigan,2006,All GE varieties,44
Corn,Michigan,2007,All GE varieties,60
Corn,Michigan,2008,All GE varieties,72
Corn,Michigan,2009,All GE varieties,75
Corn,Michigan,2010,All GE varieties,80
Corn,Michigan,2011,All GE varieties,87
Corn,Michigan,2012,All GE varieties,86
Corn,Michigan,2013,All GE varieties,90
Corn,Michigan,2014,All GE varieties,93
Corn,Michigan,2015,All GE varieties,92
Corn,Michigan,2016,All GE varieties,91
Corn,Michigan,2017,All GE varieties,87
Corn,Michigan,2018,All GE varieties,85
Corn,Minnesota,2000,All GE varieties,37
Corn,Minnesota,2001,All GE varieties,36
Corn,Minnesota,2002,All GE varieties,44
Corn,Minnesota,2003,All GE varieties,53
Corn,Minnesota,2004,All GE varieties,63
Corn,Minnesota,2005,All GE varieties,66
Corn,Minnesota,2006,All GE varieties,73
Corn,Minnesota,2007,All GE varieties,86
Corn,Minnesota,2008,All GE varieties,88
Corn,Minnesota,2009,All GE varieties,88
Corn,Minnesota,2010,All GE varieties,92
Corn,Minnesota,2011,All GE varieties,93
Corn,Minnesota,2012,All GE varieties,88
Corn,Minnesota,2013,All GE varieties,91
Corn,Minnesota,2014,All GE varieties,93
Corn,Minnesota,2015,All GE varieties,93
Corn,Minnesota,2016,All GE varieties,93
Corn,Minnesota,2017,All GE varieties,94
Corn,Minnesota,2018,All GE varieties,93
Corn,Missouri,2000,All GE varieties,28
Corn,Missouri,2001,All GE varieties,32
Corn,Missouri,2002,All GE varieties,34
Corn,Missouri,2003,All GE varieties,42
Corn,Missouri,2004,All GE varieties,49
Corn,Missouri,2005,All GE varieties,55
Corn,Missouri,2006,All GE varieties,59
Corn,Missouri,2007,All GE varieties,62
Corn,Missouri,2008,All GE varieties,70
Corn,Missouri,2009,All GE varieties,77
Corn,Missouri,2010,All GE varieties,79
Corn,Missouri,2011,All GE varieties,85
Corn,Missouri,2012,All GE varieties,86
Corn,Missouri,2013,All GE varieties,92
Corn,Missouri,2014,All GE varieties,93
Corn,Missouri,2015,All GE varieties,89
Corn,Missouri,2016,All GE varieties,93
Corn,Missouri,2017,All GE varieties,91
Corn,Missouri,2018,All GE varieties,92
Corn,Nebraska,2000,All GE varieties,34
Corn,Nebraska,2001,All GE varieties,34
Corn,Nebraska,2002,All GE varieties,46
Corn,Nebraska,2003,All GE varieties,52
Corn,Nebraska,2004,All GE varieties,60
Corn,Nebraska,2005,All GE varieties,69
Corn,Nebraska,2006,All GE varieties,76
Corn,Nebraska,2007,All GE varieties,79
Corn,Nebraska,2008,All GE varieties,86
Corn,Nebraska,2009,All GE varieties,91
Corn,Nebraska,2010,All GE varieties,91
Corn,Nebraska,2011,All GE varieties,93
Corn,Nebraska,2012,All GE varieties,91
Corn,Nebraska,2013,All GE varieties,93
Corn,Nebraska,2014,All GE varieties,96
Corn,Nebraska,2015,All GE varieties,96
Corn,Nebraska,2016,All GE varieties,95
Corn,Nebraska,2017,All GE varieties,96
Corn,Nebraska,2018,All GE varieties,96
Corn,North Dakota,2000,All GE varieties,0
Corn,North Dakota,2001,All GE varieties,0
Corn,North Dakota,2002,All GE varieties,0
Corn,North Dakota,2003,All GE varieties,0
Corn,North Dakota,2004,All GE varieties,0
Corn,North Dakota,2005,All GE varieties,75
Corn,North Dakota,2006,All GE varieties,83
Corn,North Dakota,2007,All GE varieties,88
Corn,North Dakota,2008,All GE varieties,89
Corn,North Dakota,2009,All GE varieties,93
Corn,North Dakota,2010,All GE varieties,93
Corn,North Dakota,2011,All GE varieties,97
Corn,North Dakota,2012,All GE varieties,96
Corn,North Dakota,2013,All GE varieties,94
Corn,North Dakota,2014,All GE varieties,96
Corn,North Dakota,2015,All GE varieties,97
Corn,North Dakota,2016,All GE varieties,95
Corn,North Dakota,2017,All GE varieties,93
Corn,North Dakota,2018,All GE varieties,92
Corn,Ohio,2000,All GE varieties,9
Corn,Ohio,2001,All GE varieties,11
Corn,Ohio,2002,All GE varieties,9
Corn,Ohio,2003,All GE varieties,9
Corn,Ohio,2004,All GE varieties,13
Corn,Ohio,2005,All GE varieties,18
Corn,Ohio,2006,All GE varieties,26
Corn,Ohio,2007,All GE varieties,41
Corn,Ohio,2008,All GE varieties,66
Corn,Ohio,2009,All GE varieties,67
Corn,Ohio,2010,All GE varieties,71
Corn,Ohio,2011,All GE varieties,74
Corn,Ohio,2012,All GE varieties,76
Corn,Ohio,2013,All GE varieties,85
Corn,Ohio,2014,All GE varieties,86
Corn,Ohio,2015,All GE varieties,85
Corn,Ohio,2016,All GE varieties,86
Corn,Ohio,2017,All GE varieties,82
Corn,Ohio,2018,All GE varieties,86
Corn,South Dakota,2000,All GE varieties,48
Corn,South Dakota,2001,All GE varieties,47
Corn,South Dakota,2002,All GE varieties,66
Corn,South Dakota,2003,All GE varieties,75
